deal_rk,deal_num,deal_name,deal_sum,client_rk,account_rk,agreement_rk,deal_start_date,department_rk,product_rk,deal_type_cd,effective_from_date,effective_to_date
2292026,166-558-206-656-872,Кредит наличными,3041892.0,239745,3200189,664702,2022-02-17,78,1511356,3,2023-08-11,2999-12-31
4128253,997-250-149-604-276,Автокредит,4706933.0,287328,3810814,963292,2022-08-16,76,1254721,1,2023-08-11,2999-12-31
5185906,696-397-982-599-891,Ипотека,1147433.0,369024,3709042,805464,2020-08-26,13,1357143,2,2023-08-11,2999-12-31
4315477,278-949-486-115-555,Ипотека,4267172.0,450747,3980954,694587,2021-08-21,113,1612846,1,2023-08-11,2999-12-31
5284851,772-922-928-920-274,Автокредит,3726305.0,142706,3441771,882990,2022-08-16,92,1157234,2,2023-08-11,2999-12-31
6667222,174-494-370-371-819,Ипотека,3574150.0,412313,3243793,723634,2020-08-26,25,1049948,8,2023-08-11,2999-12-31
4734168,685-984-445-105-381,Ипотека,2344608.0,405180,3526167,817826,2020-08-26,66,1141694,1,2023-08-11,2999-12-31
4046404,487-859-237-544-526,Кредит наличными,2308753.0,404855,3205321,585285,2022-02-17,64,1547502,1,2023-08-11,2999-12-31
7004241,273-882-368-601-121,Кредит наличными,4516126.0,150293,3511085,818958,2022-02-17,115,1933812,5,2023-08-11,2999-12-31
7404234,620-324-558-440-988,Кредит наличными,5370025.0,192729,3509077,818377,2022-08-16,124,1521674,5,2023-08-11,2999-12-31
2415844,118-934-885-878-139,Кредит наличными,3189065.0,451457,3404572,734603,2021-08-21,38,1767120,3,2023-08-11,2999-12-31
5498769,863-419-976-941-302,Автокредит,3490466.0,268205,3715715,854617,2022-02-17,85,1487431,2,2023-08-11,2999-12-31
8099164,811-388-667-488-477,Кредит наличными,2531851.0,214454,3335747,693192,2021-02-22,30,1716988,4,2023-08-11,2999-12-31
7119513,755-403-247-781-573,Автокредит,1375437.0,337520,3646698,819527,2021-08-21,43,1241778,5,2023-08-11,2999-12-31
2225762,174-924-362-521-722,Ипотека,3722338.0,123677,3092911,697537,2020-08-26,62,1462983,3,2023-08-11,2999-12-31
5078038,489-255-566-210-826,Кредит наличными со страховкой,1403915.0,435582,3383342,549466,2022-02-17,80,1165756,2,2023-08-11,2999-12-31
8437103,784-420-830-570-434,Ипотека,2779000.0,144146,3300281,895354,2022-08-16,98,1300709,4,2023-08-11,2999-12-31
8927737,399-167-797-636-346,Кредит наличными со страховкой,1372143.0,240720,3642706,660599,2022-02-17,59,1815024,4,2023-08-11,2999-12-31
3011869,397-624-942-639-373,Кредит наличными,2457941.0,356731,3154977,709644,2022-08-16,31,1223389,6,2023-08-11,2999-12-31
3959888,917-135-893-976-222,Кредит наличными,915298.0,441677,3543367,827570,2021-08-21,106,1034523,6,2023-08-11,2999-12-31
6207481,500-185-163-954-351,Ипотека,4046760.0,136867,3111736,921990,2021-02-22,118,1385797,8,2023-08-11,2999-12-31
7195883,571-975-680-491-481,Автокредит,5411297.0,246839,3941856,560616,2022-02-17,29,1091300,5,2023-08-11,2999-12-31
2995060,555-623-268-342-155,Ипотека,2341434.0,498988,3080626,621087,2022-08-16,76,1579381,3,2023-08-11,2999-12-31
5523955,983-954-630-602-332,Кредит наличными со страховкой,2726483.0,268900,3833170,692478,2021-02-22,67,1174298,2,2023-08-11,2999-12-31
8582422,252-894-115-960-601,Кредит наличными со страховкой,4454602.0,211166,3483475,515830,2022-02-17,69,1543101,4,2023-08-11,2999-12-31
5015368,967-715-935-276-314,Кредит наличными со страховкой,5524117.0,331759,3446559,971417,2022-02-17,69,1686439,2,2023-08-11,2999-12-31
5544201,735-150-742-192-827,Кредит наличными,2998333.0,189452,3428555,772458,2021-02-22,109,1935094,2,2023-08-11,2999-12-31
5424082,736-800-160-522-337,Кредит наличными,3627295.0,218145,3058069,955624,2022-02-17,38,1961929,2,2023-08-11,2999-12-31
3863311,272-275-340-371-140,Автокредит,3805107.0,342776,3960370,881964,2021-02-22,99,1234009,6,2023-08-11,2999-12-31
2541035,670-986-872-676-944,Ипотека,5313962.0,171773,3067243,608564,2021-02-22,64,1138271,3,2023-08-11,2999-12-31
4759939,241-746-256-915-967,Автокредит,3312993.0,162746,3305521,600282,2022-02-17,111,1867023,1,2023-08-11,2999-12-31
5329889,703-226-832-272-311,Автокредит,961160.0,383389,3912537,812010,2020-08-26,84,1373162,2,2023-08-11,2999-12-31
6256862,506-672-821-970-191,Автокредит,4745873.0,136717,3938950,970292,2020-08-26,37,1188463,8,2023-08-11,2999-12-31
4423315,677-606-587-693-224,Кредит наличными со страховкой,627899.0,163093,3090362,995117,2022-08-16,50,1826018,1,2023-08-11,2999-12-31
6971201,427-886-579-860-924,Кредит наличными,772092.0,412048,3848307,982824,2022-08-16,38,1228766,8,2023-08-11,2999-12-31
5565878,878-341-396-233-677,Кредит наличными со страховкой,1389930.0,495091,3547713,664815,2021-02-22,32,1399966,2,2023-08-11,2999-12-31
3057928,987-337-697-621-978,Ипотека,3734689.0,384451,3192927,922802,2022-02-17,128,1543979,6,2023-08-11,2999-12-31
3549870,154-408-621-657-131,Ипотека,1635490.0,440838,3044528,909394,2020-08-26,54,1544199,6,2023-08-11,2999-12-31
6031519,782-209-531-921-972,Кредит наличными,3418127.0,147631,3560704,528402,2021-08-21,36,1083276,8,2023-08-11,2999-12-31
3194710,949-241-537-711-841,Кредит наличными со страховкой,5463872.0,366000,3709214,793059,2020-08-26,121,1930739,6,2023-08-11,2999-12-31
7126618,667-510-598-606-147,Кредит наличными,5206538.0,201026,3464900,805620,2022-02-17,92,1102933,5,2023-08-11,2999-12-31
8498405,595-974-422-634-157,Автокредит,3313606.0,175061,3029263,720760,2022-08-16,18,1679758,4,2023-08-11,2999-12-31
6282562,279-128-854-379-958,Автокредит,5192151.0,307867,3929357,886333,2022-02-17,33,1071577,8,2023-08-11,2999-12-31
4859721,160-892-840-540-311,Кредит наличными,5441492.0,315060,3259644,897572,2021-02-22,53,1874148,1,2023-08-11,2999-12-31
4251134,195-524-821-406-815,Кредит наличными,3238157.0,396531,3607582,608820,2020-08-26,100,1650399,1,2023-08-11,2999-12-31
5395350,581-914-473-175-789,Автокредит,538772.0,369511,3702337,758161,2021-02-22,88,1920323,2,2023-08-11,2999-12-31
6869425,591-444-571-941-124,Автокредит,3800266.0,266529,3319586,988813,2022-02-17,37,1011632,8,2023-08-11,2999-12-31
2411086,679-155-554-232-214,Ипотека,4016367.0,467894,3307255,547182,2022-08-16,44,1676026,3,2023-08-11,2999-12-31
5710887,897-249-917-117-168,Ипотека,1842178.0,423123,3336967,796139,2022-02-17,93,1586690,2,2023-08-11,2999-12-31
6365034,469-498-683-551-323,Ипотека,739991.0,220523,3538096,741518,2022-08-16,66,1956696,8,2023-08-11,2999-12-31
2594646,329-799-399-338-677,Кредит наличными,554906.0,231431,3652548,631550,2021-08-21,91,1405803,3,2023-08-11,2999-12-31
7299791,525-162-800-847-579,Кредит наличными со страховкой,3011417.0,312475,3077555,785095,2022-02-17,57,1980908,5,2023-08-11,2999-12-31
6267539,128-865-734-842-474,Кредит наличными со страховкой,4207784.0,277770,3036893,543783,2021-02-22,65,1150952,8,2023-08-11,2999-12-31
8300571,308-759-301-500-581,Кредит наличными,2716406.0,113764,3575017,548563,2022-08-16,74,1858008,4,2023-08-11,2999-12-31
5059971,292-787-722-280-148,Автокредит,5656387.0,196109,3991266,848922,2021-08-21,41,1526850,2,2023-08-11,2999-12-31
3348469,687-278-124-441-154,Кредит наличными со страховкой,5156766.0,116523,3115526,984160,2020-08-26,65,1152968,6,2023-08-11,2999-12-31
4560121,839-416-800-904-996,Кредит наличными со страховкой,3697702.0,289169,3451091,647862,2021-08-21,85,1438310,1,2023-08-11,2999-12-31
7513457,517-606-694-236-114,Кредит наличными со страховкой,5276961.0,260449,3590891,710353,2022-02-17,85,1677701,5,2023-08-11,2999-12-31
5918695,659-569-886-499-725,Ипотека,3385044.0,475491,3216837,961555,2020-08-26,109,1384271,2,2023-08-11,2999-12-31
8219366,755-643-470-986-649,Автокредит,4268432.0,173800,3610417,988553,2021-08-21,119,1784789,4,2023-08-11,2999-12-31
6024816,489-740-346-865-999,Автокредит,4570699.0,449330,3198771,845281,2021-08-21,41,1799019,8,2023-08-11,2999-12-31
6153000,165-160-817-257-262,Кредит наличными со страховкой,5397825.0,430213,3202860,724536,2021-02-22,46,1164510,8,2023-08-11,2999-12-31
6613544,413-240-971-513-256,Автокредит,5591622.0,387642,3981533,587522,2021-08-21,128,1522063,8,2023-08-11,2999-12-31
6285813,352-536-874-580-592,Кредит наличными,4978270.0,160104,3728036,627695,2020-08-26,129,1081610,8,2023-08-11,2999-12-31
7316338,182-726-609-924-296,Кредит наличными со страховкой,974739.0,303776,3569713,522777,2021-08-21,104,1304322,5,2023-08-11,2999-12-31
5427323,578-905-993-474-871,Автокредит,1750728.0,401311,3945220,601741,2021-08-21,80,1767297,2,2023-08-11,2999-12-31
7312861,826-508-617-211-851,Автокредит,2319700.0,239161,3665563,530816,2022-02-17,56,1857132,5,2023-08-11,2999-12-31
2287947,844-484-628-678-635,Кредит наличными со страховкой,1188960.0,475613,3610613,566453,2020-08-26,106,1530916,3,2023-08-11,2999-12-31
4860576,830-351-777-918-578,Ипотека,3301767.0,316118,3795728,847706,2021-08-21,30,1311383,1,2023-08-11,2999-12-31
3468502,477-964-763-101-325,Кредит наличными,4111818.0,315322,3833403,866596,2021-08-21,22,1379209,6,2023-08-11,2999-12-31
6587647,413-874-355-269-351,Кредит наличными со страховкой,3364810.0,350486,3838313,837752,2021-02-22,54,1062926,8,2023-08-11,2999-12-31
8892781,837-545-834-116-844,Ипотека,4195304.0,203539,3104479,563255,2021-08-21,42,1492617,4,2023-08-11,2999-12-31
8190064,151-313-759-715-812,Ипотека,2998141.0,341424,3500634,846804,2022-08-16,53,1367369,4,2023-08-11,2999-12-31
5106199,650-940-176-552-132,Автокредит,2290958.0,157117,3799387,910210,2021-08-21,86,1063013,2,2023-08-11,2999-12-31
7089900,346-452-394-471-654,Ипотека,2301406.0,455386,3861873,922001,2022-02-17,49,1289396,5,2023-08-11,2999-12-31
3602110,901-301-642-564-186,Автокредит,2972037.0,269575,3642815,789723,2021-08-21,39,1265888,6,2023-08-11,2999-12-31
8080309,577-111-501-804-450,Кредит наличными со страховкой,5409398.0,295261,3446571,546190,2020-08-26,98,1426694,4,2023-08-11,2999-12-31
7162997,398-189-579-434-346,Автокредит,490737.0,290190,3764137,557717,2022-02-17,114,1526619,5,2023-08-11,2999-12-31
2204102,185-886-581-400-816,Кредит наличными со страховкой,3726728.0,184947,3323859,565599,2020-08-26,116,1175062,3,2023-08-11,2999-12-31
2774191,811-112-738-514-723,Ипотека,4125485.0,291329,3042077,733944,2022-02-17,87,1193446,3,2023-08-11,2999-12-31
4426664,503-569-864-239-299,Кредит наличными со страховкой,2277414.0,142212,3113842,902092,2021-08-21,10,1571367,1,2023-08-11,2999-12-31
6355190,402-528-880-616-324,Ипотека,3219498.0,313938,3712656,992104,2020-08-26,98,1092185,8,2023-08-11,2999-12-31
4293402,751-542-656-734-818,Ипотека,5381465.0,104255,3335018,751704,2021-08-21,15,1154547,1,2023-08-11,2999-12-31
6982388,817-276-291-972-938,Кредит наличными со страховкой,4222700.0,213286,3808156,804108,2022-02-17,108,1308216,8,2023-08-11,2999-12-31
8483960,178-693-431-364-972,Ипотека,1830328.0,493237,3933911,968510,2022-02-17,83,1615007,4,2023-08-11,2999-12-31
6229927,646-177-955-638-321,Ипотека,4484223.0,471879,3323313,529770,2022-02-17,28,1787622,8,2023-08-11,2999-12-31
6426962,983-927-922-702-886,Кредит наличными,1702962.0,448577,3276515,689730,2021-08-21,50,1598805,8,2023-08-11,2999-12-31
2751969,181-977-347-231-966,Кредит наличными со страховкой,1586288.0,186051,3775193,818527,2022-02-17,41,1010830,3,2023-08-11,2999-12-31
4865699,488-479-331-546-551,Ипотека,3383665.0,268349,3809238,795257,2022-02-17,35,1092862,1,2023-08-11,2999-12-31
7445527,892-570-452-550-991,Кредит наличными со страховкой,3738457.0,458050,3699036,585311,2022-02-17,12,1457284,5,2023-08-11,2999-12-31
3170955,264-765-454-559-914,Автокредит,4951025.0,442083,3508027,551829,2020-08-26,99,1446962,6,2023-08-11,2999-12-31
5262587,343-714-367-219-431,Кредит наличными со страховкой,3617469.0,338805,3655914,715202,2020-08-26,103,1110863,2,2023-08-11,2999-12-31
7290898,872-711-635-681-474,Кредит наличными,3629892.0,322281,3836635,500780,2021-08-21,89,1244938,5,2023-08-11,2999-12-31
3427932,109-548-953-799-502,Кредит наличными со страховкой,3304152.0,366719,3348182,666852,2020-08-26,113,1938962,6,2023-08-11,2999-12-31
4568045,436-188-978-340-265,Кредит наличными со страховкой,3625501.0,253108,3862088,971648,2020-08-26,115,1486081,1,2023-08-11,2999-12-31
4833299,682-304-132-408-693,Ипотека,5543880.0,428471,3444467,609695,2020-08-26,29,1258249,1,2023-08-11,2999-12-31
8362155,445-713-585-462-466,Кредит наличными,2499373.0,258839,3290882,620348,2021-08-21,87,1159838,4,2023-08-11,2999-12-31
7816407,957-461-928-686-165,Кредит наличными со страховкой,5506487.0,277153,3120452,544017,2021-02-22,103,1403235,5,2023-08-11,2999-12-31
6980468,992-442-168-891-294,Ипотека,2992173.0,454944,3113864,508589,2021-08-21,30,1728220,8,2023-08-11,2999-12-31
7375404,408-553-533-484-415,Автокредит,3534939.0,150106,3493954,820412,2020-08-26,63,1772764,5,2023-08-11,2999-12-31
8989208,352-285-374-518-288,Ипотека,5402203.0,275945,3171060,712613,2021-08-21,58,1833688,4,2023-08-11,2999-12-31
6203661,334-522-169-498-217,Ипотека,4626886.0,266729,3043385,911383,2021-02-22,49,1095107,8,2023-08-11,2999-12-31
2120155,778-257-102-111-216,Кредит наличными,2285339.0,258704,3901432,513767,2022-08-16,14,1259633,3,2023-08-11,2999-12-31
3387325,424-107-352-478-203,Автокредит,2218630.0,411646,3224836,733515,2020-08-26,48,1773479,6,2023-08-11,2999-12-31
6360109,387-107-172-598-521,Ипотека,2755719.0,310750,3391630,738039,2022-02-17,40,1562010,8,2023-08-11,2999-12-31
8407619,367-815-758-907-450,Ипотека,2963121.0,177237,3463075,947978,2020-08-26,89,1709716,4,2023-08-11,2999-12-31
2842361,701-176-897-642-829,Кредит наличными со страховкой,1771809.0,399964,3395926,714856,2020-08-26,52,1855713,3,2023-08-11,2999-12-31
7839533,729-860-160-354-252,Кредит наличными,2381992.0,110014,3248014,995155,2022-02-17,101,1509959,5,2023-08-11,2999-12-31
8861781,808-501-998-279-791,Кредит наличными,1978574.0,277155,3444189,956350,2021-08-21,105,1046794,4,2023-08-11,2999-12-31
5820021,774-988-784-401-773,Кредит наличными со страховкой,2299197.0,383651,3603710,680107,2022-02-17,76,1330788,2,2023-08-11,2999-12-31
8621552,249-801-181-427-758,Автокредит,621446.0,460181,3729419,853442,2021-02-22,89,1419400,4,2023-08-11,2999-12-31
2404276,556-390-308-431-457,Кредит наличными,3269258.0,134953,3690504,873263,2021-02-22,71,1168328,3,2023-08-11,2999-12-31
6765652,956-832-785-738-284,Кредит наличными со страховкой,1940524.0,359748,3870008,856397,2021-02-22,126,1759374,8,2023-08-11,2999-12-31
7747317,659-842-885-548-237,Кредит наличными со страховкой,3684557.0,111799,3396025,634051,2020-08-26,128,1299794,5,2023-08-11,2999-12-31
2602430,818-927-927-986-955,Ипотека,465955.0,364968,3478062,861036,2020-08-26,112,1903093,3,2023-08-11,2999-12-31
2778398,840-226-772-466-708,Кредит наличными,4628424.0,182584,3159400,961335,2021-02-22,99,1131659,3,2023-08-11,2999-12-31
4606457,999-139-651-105-608,Ипотека,2937118.0,206316,3781030,946957,2021-02-22,63,1029230,1,2023-08-11,2999-12-31
4718679,216-681-382-821-226,Кредит наличными,843427.0,134018,3022475,774843,2022-02-17,126,1202945,1,2023-08-11,2999-12-31
5517934,938-282-613-389-350,Автокредит,3561211.0,366168,3578783,795324,2021-08-21,122,1105468,2,2023-08-11,2999-12-31
3959172,328-223-359-287-139,Кредит наличными со страховкой,500787.0,163173,3813337,642591,2022-08-16,17,1864628,6,2023-08-11,2999-12-31
5550788,165-592-778-605-131,Ипотека,556410.0,411516,3092081,515504,2020-08-26,40,1727254,2,2023-08-11,2999-12-31
2299998,119-665-126-169-960,Кредит наличными,5421544.0,455009,3318238,736286,2022-02-17,73,1775714,3,2023-08-11,2999-12-31
7065875,845-331-872-138-110,Кредит наличными со страховкой,2819178.0,304322,3756085,823077,2021-02-22,37,1613562,5,2023-08-11,2999-12-31
3167789,433-601-195-949-100,Автокредит,5415456.0,225394,3844272,598891,2022-02-17,52,1817311,6,2023-08-11,2999-12-31
6448392,541-439-820-497-343,Кредит наличными,3717933.0,358720,3677156,586521,2022-02-17,53,1201021,8,2023-08-11,2999-12-31
2609075,420-757-280-523-623,Кредит наличными,3919953.0,379839,3615118,583744,2021-02-22,54,1961476,3,2023-08-11,2999-12-31
6211569,472-944-592-800-304,Кредит наличными со страховкой,5123308.0,418286,3805153,778243,2021-08-21,115,1973834,8,2023-08-11,2999-12-31
5362833,853-172-524-243-127,Кредит наличными,2858947.0,184961,3088726,640388,2022-02-17,24,1561710,2,2023-08-11,2999-12-31
3844819,827-269-482-276-265,Кредит наличными со страховкой,3479431.0,183865,3687651,856420,2020-08-26,120,1317776,6,2023-08-11,2999-12-31
7786659,840-645-454-401-757,Кредит наличными,1797209.0,335771,3195603,535611,2021-02-22,91,1279117,5,2023-08-11,2999-12-31
5885106,135-116-908-400-857,Кредит наличными,571234.0,102732,3257604,624336,2020-08-26,29,1929875,2,2023-08-11,2999-12-31
8157461,517-235-249-237-405,Ипотека,4732997.0,254831,3661724,665416,2020-08-26,121,1778988,4,2023-08-11,2999-12-31
2235120,463-534-808-749-391,Автокредит,2567486.0,233409,3722897,602994,2022-08-16,17,1098859,3,2023-08-11,2999-12-31
2573483,366-397-975-180-160,Ипотека,2177263.0,469144,3800567,542395,2020-08-26,68,1106274,3,2023-08-11,2999-12-31
3165211,552-403-380-507-421,Кредит наличными со страховкой,4962349.0,172742,3203515,549571,2022-08-16,83,1625503,6,2023-08-11,2999-12-31
4583161,403-506-811-474-281,Кредит наличными,2471921.0,128430,3720864,626277,2022-08-16,109,1988746,1,2023-08-11,2999-12-31
6685999,716-231-933-568-199,Кредит наличными,5299026.0,467076,3335361,697986,2020-08-26,128,1317343,8,2023-08-11,2999-12-31
7836758,783-567-578-145-700,Кредит наличными,1838715.0,428350,3442883,590777,2020-08-26,25,1772782,5,2023-08-11,2999-12-31
3765586,269-510-942-158-349,Ипотека,5332695.0,385939,3345698,835650,2020-08-26,47,1363715,6,2023-08-11,2999-12-31
4411553,158-846-925-166-964,Автокредит,4277544.0,285833,3053617,653736,2020-08-26,21,1473192,1,2023-08-11,2999-12-31
3867289,759-518-304-729-653,Кредит наличными со страховкой,4456483.0,102016,3423977,888674,2021-08-21,127,1186658,6,2023-08-11,2999-12-31
5349199,794-270-849-945-699,Кредит наличными со страховкой,976994.0,236705,3818380,883853,2021-08-21,123,1225318,2,2023-08-11,2999-12-31
5915472,732-863-739-371-582,Кредит наличными,2021954.0,440313,3316588,812776,2021-02-22,57,1817211,2,2023-08-11,2999-12-31
7008291,926-391-832-587-106,Кредит наличными со страховкой,1716699.0,235708,3832138,890404,2020-08-26,50,1363002,5,2023-08-11,2999-12-31
2158582,575-881-643-131-958,Кредит наличными,1931585.0,366663,3882257,715215,2021-02-22,77,1180960,3,2023-08-11,2999-12-31
7839624,982-631-647-296-521,Автокредит,5165876.0,494858,3284241,602193,2022-08-16,103,1631876,5,2023-08-11,2999-12-31
2842922,449-713-243-461-681,Автокредит,3000084.0,327929,3775589,562087,2020-08-26,86,1709995,3,2023-08-11,2999-12-31
4628497,634-940-787-846-291,Ипотека,783407.0,256709,3856355,887594,2020-08-26,29,1734153,1,2023-08-11,2999-12-31
7701032,668-366-566-423-392,Кредит наличными со страховкой,1718476.0,439595,3072089,662945,2021-08-21,18,1189876,5,2023-08-11,2999-12-31
6866262,409-498-515-740-316,Автокредит,641074.0,354525,3390654,600440,2021-08-21,101,1451835,8,2023-08-11,2999-12-31
5343259,745-376-569-422-112,Кредит наличными,4538163.0,198297,3894479,860617,2021-02-22,65,1099871,2,2023-08-11,2999-12-31
2344920,581-748-184-664-798,Кредит наличными,3310418.0,331055,3266251,524462,2021-02-22,19,1098706,3,2023-08-11,2999-12-31
7442624,654-949-797-495-706,Ипотека,3487641.0,148632,3859107,966239,2021-02-22,100,1173201,5,2023-08-11,2999-12-31
3618773,489-172-931-458-841,Ипотека,1358855.0,281486,3634140,940262,2021-08-21,15,1058823,6,2023-08-11,2999-12-31
2806673,857-866-167-209-238,Кредит наличными,4498200.0,230245,3467980,551981,2022-08-16,99,1284996,3,2023-08-11,2999-12-31
8235407,262-614-449-322-883,Кредит наличными,4378774.0,296600,3281630,926220,2022-02-17,98,1863777,4,2023-08-11,2999-12-31
8965988,298-308-808-904-153,Кредит наличными,1326903.0,395880,3295279,693242,2022-08-16,94,1992604,4,2023-08-11,2999-12-31
7807584,949-654-221-274-398,Автокредит,1344640.0,161906,3584171,655098,2021-08-21,69,1145438,5,2023-08-11,2999-12-31
4206767,565-509-606-780-225,Кредит наличными,4491716.0,109520,3470503,761186,2020-08-26,99,1468634,1,2023-08-11,2999-12-31
2164382,142-768-467-594-592,Кредит наличными,3428982.0,229877,3229285,781755,2020-08-26,102,1661183,3,2023-08-11,2999-12-31
5148525,164-499-730-534-447,Кредит наличными со страховкой,2077911.0,263790,3504080,764501,2021-02-22,116,1389639,2,2023-08-11,2999-12-31
2682693,987-851-909-174-834,Кредит наличными,2322090.0,456318,3030879,893654,2021-08-21,18,1925896,3,2023-08-11,2999-12-31
7150270,437-158-270-657-630,Ипотека,2568304.0,252014,3033683,655311,2021-02-22,117,1173063,5,2023-08-11,2999-12-31
8765478,199-198-649-396-738,Кредит наличными со страховкой,2891074.0,382611,3452056,529186,2021-08-21,99,1164543,4,2023-08-11,2999-12-31
3781500,117-504-539-406-522,Автокредит,5345829.0,110010,3443673,625966,2022-02-17,41,1723234,6,2023-08-11,2999-12-31
2715953,982-657-673-322-443,Автокредит,1123587.0,370139,3754201,850689,2020-08-26,75,1777384,3,2023-08-11,2999-12-31
5325399,984-635-508-490-912,Ипотека,3099582.0,461076,3711815,637979,2022-02-17,122,1733694,2,2023-08-11,2999-12-31
4801586,418-584-108-112-685,Автокредит,4923244.0,134642,3201144,641456,2022-02-17,90,1737074,1,2023-08-11,2999-12-31
3904587,865-474-804-477-192,Кредит наличными,5139867.0,121428,3957941,722239,2020-08-26,59,1491680,6,2023-08-11,2999-12-31
2610184,751-483-720-742-908,Автокредит,1483524.0,449945,3408526,959637,2021-08-21,68,1489896,3,2023-08-11,2999-12-31
5796539,125-642-476-668-405,Кредит наличными,4305836.0,113811,3890417,952263,2022-02-17,53,1955192,2,2023-08-11,2999-12-31
3987613,706-294-243-307-132,Кредит наличными,1018253.0,139369,3014817,955433,2021-02-22,73,1867112,6,2023-08-11,2999-12-31
8977884,674-271-889-401-818,Автокредит,4618832.0,410904,3614143,872397,2022-02-17,35,1257453,4,2023-08-11,2999-12-31
8957576,629-290-821-364-746,Автокредит,3902102.0,144908,3878213,536510,2022-02-17,70,1030683,4,2023-08-11,2999-12-31
4420306,297-201-450-251-330,Кредит наличными со страховкой,2681397.0,337453,3392962,889070,2022-02-17,39,1561578,1,2023-08-11,2999-12-31
8838822,693-650-405-710-965,Ипотека,2988452.0,216810,3598283,878818,2021-02-22,74,1859994,4,2023-08-11,2999-12-31
2299318,407-881-150-672-138,Кредит наличными со страховкой,3090747.0,485186,3270081,831757,2020-08-26,47,1410008,3,2023-08-11,2999-12-31
3947210,450-888-864-406-613,Ипотека,3636065.0,422395,3432139,738086,2021-08-21,47,1412036,6,2023-08-11,2999-12-31
5278928,306-885-899-453-578,Ипотека,5313576.0,355679,3649684,749748,2022-08-16,121,1074329,2,2023-08-11,2999-12-31
4875423,703-444-168-510-123,Кредит наличными со страховкой,1597629.0,241387,3502127,807046,2022-02-17,46,1574818,1,2023-08-11,2999-12-31
6651413,748-922-979-844-885,Кредит наличными со страховкой,4420048.0,272913,3289962,836450,2020-08-26,115,1468574,8,2023-08-11,2999-12-31
7316718,342-494-608-469-445,Кредит наличными,4047367.0,253277,3915381,963444,2022-02-17,76,1544654,5,2023-08-11,2999-12-31
8155104,696-293-117-234-970,Ипотека,1609515.0,351649,3929414,690524,2022-02-17,51,1102385,4,2023-08-11,2999-12-31
7142612,255-810-448-852-223,Кредит наличными со страховкой,1989642.0,197862,3954249,709750,2020-08-26,43,1654571,5,2023-08-11,2999-12-31
2417648,967-313-903-459-566,Кредит наличными со страховкой,3420619.0,122802,3892867,864505,2021-02-22,52,1877534,3,2023-08-11,2999-12-31
5583301,111-947-353-817-132,Кредит наличными,5665008.0,379745,3262318,625740,2022-08-16,71,1297939,2,2023-08-11,2999-12-31
4832663,111-238-703-319-351,Ипотека,696592.0,444332,3987356,949988,2020-08-26,85,1580458,1,2023-08-11,2999-12-31
4032080,501-923-682-180-140,Кредит наличными со страховкой,4414144.0,336347,3333191,816642,2022-08-16,69,1869279,1,2023-08-11,2999-12-31
2752954,172-686-398-296-609,Кредит наличными со страховкой,835234.0,141265,3960526,615104,2021-08-21,56,1785303,3,2023-08-11,2999-12-31
3323143,544-248-907-969-532,Ипотека,4232830.0,361244,3103420,966156,2022-02-17,41,1341026,6,2023-08-11,2999-12-31
5781827,946-996-546-510-877,Автокредит,4545551.0,185405,3821075,643690,2021-08-21,50,1961142,2,2023-08-11,2999-12-31
2662908,665-852-244-301-653,Ипотека,4701308.0,351950,3017732,644554,2022-02-17,39,1943865,3,2023-08-11,2999-12-31
6751815,651-265-337-316-373,Кредит наличными,3064886.0,242921,3187708,813181,2020-08-26,63,1971508,8,2023-08-11,2999-12-31
8117901,459-257-997-471-963,Ипотека,1073597.0,159487,3967122,666018,2022-08-16,67,1721876,4,2023-08-11,2999-12-31
7480815,291-934-941-992-450,Автокредит,4020120.0,434147,3802261,655595,2022-02-17,104,1179522,5,2023-08-11,2999-12-31
3618748,840-204-947-526-211,Кредит наличными со страховкой,1563689.0,142649,3750406,896082,2021-08-21,123,1347656,6,2023-08-11,2999-12-31
2692058,817-215-618-582-570,Автокредит,1664055.0,170515,3667882,661899,2022-02-17,75,1251040,3,2023-08-11,2999-12-31
3000159,796-407-876-812-609,Ипотека,1463507.0,125485,3857346,608724,2022-08-16,13,1772363,6,2023-08-11,2999-12-31
5589982,371-645-506-666-549,Кредит наличными,2959329.0,444152,3255977,835482,2022-02-17,59,1137541,2,2023-08-11,2999-12-31
2876504,635-111-169-257-235,Кредит наличными со страховкой,3065778.0,362592,3665250,936962,2022-08-16,115,1061838,3,2023-08-11,2999-12-31
5252435,433-441-430-235-117,Кредит наличными со страховкой,5021861.0,113465,3758276,588189,2022-02-17,62,1487068,2,2023-08-11,2999-12-31
4559950,667-818-416-922-183,Ипотека,3938311.0,166856,3306130,643258,2022-02-17,61,1530353,1,2023-08-11,2999-12-31
4968412,274-334-530-474-447,Кредит наличными со страховкой,4447509.0,426274,3272885,750055,2021-08-21,11,1978970,1,2023-08-11,2999-12-31
3875129,338-688-276-414-731,Автокредит,4404614.0,301771,3625714,918445,2022-08-16,93,1562175,6,2023-08-11,2999-12-31
2207063,645-738-359-662-733,Ипотека,3430127.0,215660,3476586,796549,2021-02-22,130,1092758,3,2023-08-11,2999-12-31
2757733,811-472-375-675-141,Кредит наличными со страховкой,4458148.0,154269,3527991,990383,2020-08-26,97,1954662,3,2023-08-11,2999-12-31
